,url,title,total_score,text,price,category,aspects
10,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,"xe toàn ab mới, xịn xò, khoẻ. anh chị chủ thì nhiệt tình, bạn lên dù có sớm hay muộn nếu hỗ trợ được anh chị sẽ hỗ trợ hết mình. giá cả phải chăng, nhiệt tình và nhanh gọn",,rent,"{'VEHICLE#QUALITY': 'POSITIVE', 'SERVICE#STAFF': 'POSITIVE', 'PRICE': 'POSITIVE', 'SERVICE#RENTING': 'POSITIVE'}"
11,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,rất tốt xe đẹp nhiệt tình,,rent,"{'SERVICE#STAFF': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE'}"
12,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,anh chị chủ siêu dễ mến..con gái siêu dễ thương! cho hẳn 5 luôn..,,rent,{'SERVICE#STAFF': 'POSITIVE'}
13,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,"dịch vụ rất ok, anh chị chủ thân thiện, dễ mến.",,rent,{'SERVICE#STAFF': 'POSITIVE'}
14,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,địa điểm cho thuê xe máy uy tín dễ thương nhất đà lạt,,rent,"{'PRICE': 'NEUTRAL', 'VEHICLE#QUALITY': 'NEUTRAL'}"
15,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,dịch vụ rất tốt cảm ơn bạn đã cho tôi trải nghiệm rất hoàn hảo,,rent,{'SERVICE#STAFF': 'POSITIVE'}
16,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,giao xe tận nơi . ac chủ nhiệt tình. xe mới giá ok luôn,,rent,"{'SERVICE#RENTING': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE', 'SERVICE#STAFF': 'POSITIVE'}"
17,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,được giao tận nơi . xe mới giá hợp lý,,rent,"{'PRICE': 'POSITIVE', 'SERVICE#RENTING': 'NEUTRAL', 'VEHICLE#QUALITY': 'POSITIVE'}"
18,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,"tuyệt vời, chất lượng xe và phục vụ tốt.",,rent,"{'SERVICE#STAFF': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE'}"
19,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,dịch vụ hoàn hảo,,rent,{'SERVICE#STAFF': 'POSITIVE'}
20,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,"xe đẹp , giao tận nơi, phục vụ tốt, giá rẻ, ok",,rent,"{'PRICE': 'POSITIVE', 'SERVICE#STAFF': 'POSITIVE', 'SERVICE#RENTING': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE'}"
21,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,dịch vụ rất tốt,,rent,{'SERVICE#STAFF': 'POSITIVE'}
22,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,"trải nghiệm tuyệt vời khi du lịch đl khi thuê xe của anh chị này, anh chị chủ rất nhiệt tình, xe rất mới và rẻ hơn cả mong đợi",,rent,"{'PRICE': 'POSITIVE', 'SERVICE#STAFF': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE'}"
23,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,"xe đẹp, rẻ, giao nhanh, dịch vụ tốt, thân thiện.",,rent,"{'PRICE': 'NEUTRAL', 'SERVICE#STAFF': 'POSITIVE', 'SERVICE#RENTING': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE'}"
24,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,giá rẻ xe mới đẹp,,rent,"{'PRICE': 'POSITIVE', 'SERVICE#RENTING': 'NEUTRAL', 'VEHICLE#QUALITY': 'POSITIVE'}"
25,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,thật tuyệt,,rent,{}
26,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,dịch vụ quá chất lượng và hợp với túi tiền .rất đáng thử,,rent,"{'SERVICE#STAFF': 'NEUTRAL', 'SERVICE#RENTING': 'NEUTRAL', 'VEHICLE#QUALITY': 'NEUTRAL'}"
27,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,xe mới giá quá rẻ so với chất lượng dịch vụ,,rent,"{'PRICE': 'POSITIVE', 'SERVICE#STAFF': 'NEUTRAL', 'SERVICE#RENTING': 'NEUTRAL', 'VEHICLE#QUALITY': 'POSITIVE'}"
28,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,"lần nào lên đl mình cũng chỉ chọn thuê xe ở đây, anh chị chủ cực kỳ nhiệt tình và dễ thương còn cho mình gửi ké vali trong nhà nữa hehee, thật tiếc khi chỉ có 5 sao",,rent,"{'PRICE': 'NEUTRAL', 'SERVICE#STAFF': 'POSITIVE', 'VEHICLE#QUALITY': 'NEUTRAL'}"
29,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,"xe đẹp , mới , giá tốt , giao xe rất nhanh , cô chủ dễ thương , dễ mến , đáng yêu , thân thiện , các bạn lên dalat nhớ liên hệ thuê xe duy my nhé , sẽ không làm các bạn thất vọng .",,rent,"{'PRICE': 'POSITIVE', 'SERVICE#STAFF': 'POSITIVE', 'SERVICE#RENTING': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE'}"
30,https://www.google.com/maps/search/?api=1&query=Thu%C3%AA%20xe%20m%C3%A1y%20gi%C3%A1%20r%E1%BA%BB%20Duy%20My&query_place_id=ChIJGR7tYpFgkQwRJDl74akUibA,thuê xe máy giá rẻ duy my,4.6,"dịch vụ bên chỗ này ok,xe đẹp giá rẻ , chỉ 100k 1 ngày, phục vụ rất ân cần",,rent,"{'PRICE': 'POSITIVE', 'SERVICE#STAFF': 'NEUTRAL', 'SERVICE#RENTING': 'NEUTRAL', 'VEHICLE#QUALITY': 'POSITIVE'}"
31,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,chăm sóc khách hàng tốt lắm ạ,,rent,{}
32,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,tuyệt vời,,rent,{}
33,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"lần đầu tiên mình lên đà lạt mà tìm được chỗ thuê xe ưng cực kì, dịch vụ cũng tốt, nhân viên hay anh chủ đều tư vấn nhiệt tình.",,rent,"{'PRICE': 'NEUTRAL', 'SERVICE#STAFF': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE'}"
34,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"dịch vụ thuê xe uy tín, giao xe nhanh, chủ tiệm dễ thương, nhiệt tình, giá cả phù hợp với chất lượng xe. rcm mọi người nên thuê nhé",,rent,"{'PRICE': 'NEUTRAL', 'SERVICE#STAFF': 'POSITIVE', 'SERVICE#RENTING': 'POSITIVE', 'VEHICLE#QUALITY': 'NEUTRAL'}"
35,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"dịch vụ tốt, giá cả phải chăng , chủ tiệm đẹp trai vui tánh nhiệt tình , hỗ trợ tuyệt vời",,rent,"{'PRICE': 'POSITIVE', 'SERVICE#STAFF': 'POSITIVE', 'SERVICE#RENTING': 'POSITIVE'}"
36,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,dịch vụ okela lắm nha,,rent,{'SERVICE#STAFF': 'NEUTRAL'}
37,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,quá ưng ý lun ạ,,rent,{}
38,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"quá ưng ý, 10đ cho chủ nhiệt tình, chu đáo. lần sau ghé mình nhất định sẽ quay lại và giới thiệu cho bạn bè nữa.",,rent,"{'PRICE': 'NEUTRAL', 'SERVICE#STAFF': 'POSITIVE'}"
39,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"xe chạy êm lắm mọi người ơi, lên đlat dạo bằng xe này là số dzách luon ạ, rcm mọi người thuê ở đâyy hihi, giá hợp lý",,rent,"{'PRICE': 'POSITIVE', 'SERVICE#RENTING': 'NEUTRAL', 'VEHICLE#QUALITY': 'POSITIVE'}"
40,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,chất lượng dịch vụ ok,,rent,"{'SERVICE#STAFF': 'NEUTRAL', 'VEHICLE#QUALITY': 'NEUTRAL'}"
41,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"ở đây thuê xe cực kì ưng ạ, nhân viên thân thiện , vui tính, xe chạy êm, xe mới lắm ạ.",,rent,"{'PRICE': 'NEUTRAL', 'SERVICE#STAFF': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE'}"
42,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,tốt,,rent,{}
43,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,10đ nha mọi người,,rent,{'PRICE': 'NEUTRAL'}
44,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"giao nhanh xe mới được cái cuối tuần các nhà xe khác đều hết thì bên này lúc nào cũng có xe cho khách đi, được cái là đặt xe là chắc chắn có xe nên khá yên tâm",,rent,"{'PRICE': 'NEUTRAL', 'SERVICE#RENTING': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE'}"
45,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"nhóm mình vừa thuê xe ở đây và phải nói là quá ưng ý! xe mới, chạy êm, không có tình trạng rung lắc hay xuống cấp. mũ bảo hiểm đầy đủ, sạch sẽ, an toàn. nhóm đông nhưng bên thuê xe vẫn chuẩn bị xe nhanh chóng, hỗ trợ tận tình.",,rent,"{'PRICE': 'NEUTRAL', 'VEHICLE#QUALITY': 'POSITIVE', 'SERVICE#RENTING': 'POSITIVE'}"
46,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"nhà xe rất mất dạy, nhận hàng chỡ chỉ biết táp tiền",,rent,"{'SERVICE#RENTING': 'NEUTRAL', 'VEHICLE#QUALITY': 'NEUTRAL'}"
47,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"giao xe nhanh, xe mới, giá cả hợp lý.",,rent,"{'PRICE': 'POSITIVE', 'SERVICE#RENTING': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE'}"
48,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,không thấy số điện thoại nên không liên lạc thuê xe được nhé ạ. nên bổ sung sdt để khách tiện liên lạc,,rent,"{'PRICE': 'NEUTRAL', 'VEHICLE#QUALITY': 'NEUTRAL'}"
49,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"thuê xe đi offroad nhẹ , ngắm nhìn khung cảnh toàn thành phố , giá chỉ nhỉnh hơn xe tay ga 1 chút nhưng chống chân , leo dốc thoải mái , cảm giác như 1 chiếc 200cc khi leo đèo , nên chở thêm em người yêu theo sao ôm đằng sau chở đi khắp nơi xe giữ nguyên bản không độ chế , nên anh em yên tâm chạy .",,rent,"{'PRICE': 'NEUTRAL', 'SERVICE#RENTING': 'NEUTRAL', 'VEHICLE#QUALITY': 'NEUTRAL'}"
50,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"khú cắm trại yên bình, có nhà vệ sinh sạch sẽ, có điện. xe chạy êm ru",,rent,{'VEHICLE#QUALITY': 'POSITIVE'}
51,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"mê em pg1 này nên lên đl phải đi thuê ngay trải nghiệm chạy vi vu đl xe chạy êm, cool ngầu mà gặp ông chủ dễ thương quá trời!",,rent,{'VEHICLE#QUALITY': 'POSITIVE'}
52,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,xe đi vào tận suối tía bao phê,,rent,{'VEHICLE#QUALITY': 'NEUTRAL'}
53,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,xe mới chạy rừng suối rất đã nhé mọi người ơi,,rent,{'VEHICLE#QUALITY': 'POSITIVE'}
54,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,dịch vụ tốt 10 điểm,,rent,{'SERVICE#STAFF': 'POSITIVE'}
55,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"xe mới , đẹp, đi dalat rất hợp",,rent,{'VEHICLE#QUALITY': 'POSITIVE'}
56,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"xe chạy siêu cute, đổ 50k xăng chạy 2 ngày",,rent,"{'PRICE': 'NEUTRAL', 'VEHICLE#QUALITY': 'NEUTRAL'}"
57,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"lần đầu trải nghiệm thuê xe ở đây, mình rất hài lòng về sự tận tình và tiện lợi ở đây ạ, chắc chắn sẽ quay lại và trải nghiệm dịch vụ khác của bên anh chủ ạ! love it, professional and best service",,rent,"{'PRICE': 'NEUTRAL', 'SERVICE#STAFF': 'POSITIVE', 'VEHICLE#QUALITY': 'NEUTRAL'}"
58,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,lý do,,rent,{}
59,https://www.google.com/maps/search/?api=1&query=Cho%20thu%C3%AA%20xe%20PG1%20%C4%90%C3%A0%20L%E1%BA%A1t&query_place_id=ChIJifvh4ZITcTERsMQ8L3dH7lo,cho thuê xe pg1 đà lạt,4.9,"xe đi rất phê, dịch vụ tốt",,rent,"{'SERVICE#STAFF': 'POSITIVE', 'VEHICLE#QUALITY': 'POSITIVE'}"
